Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"F, Department of Ortorhinolaryngology",B05BB01,583916,Natriumklorid B. Braun,9,"inf.væske, opløsning",10 x 250 ml,342.23,7.0,,,,,,,,,,,,,,,,,,,,,97.78,2.0,,,,,,,,,,,,,,,,,97.78,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78,2.0,,,,,,,,,,,,,48.89,1.0,,,,,,,,,,,,,250.0,10.0,IV,MGM,"['B05BB01', '9', 'MGM', 'IV']",70.0
"F, Department of Ortorhinolaryngology",D06AX01,431023,Fucidin,2,salve,15 g,79.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,KU,PC,"['D06AX01', '2', 'PC', 'KU']",2.0
"F, Department of Ortorhinolaryngology",D07AC13,586833,Ovison,1,kutanopløsning,30 ml,299.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2.0,,,,,92.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,4.0,,,,,,,,,,,,,,,69.0,3.0,,,,,,,,,,,,,30.0,1.0,KU,MGG,"['D07AC13', '1', 'MGG', 'KU']",13.0
"F, Department of Ortorhinolaryngology",D07CA01,54262,Hydrocortison med Terramycin,0,salve,15 g,5287.02,94.0,,,,,,,,,,,,,,,,,,,395.16,6.0,,,526.88,8.0,,,,,,,,,,,,,,,328.2,6.0,1092.6,20.0,,,327.78,6.0,,,,,327.78,6.0,,,,,,,,,,,,,,,,,,,,,545.3,10.0,,,545.0,10.0,,,,,,,,,,,,,544.8,10.0,,,,,,,653.52,12.0,,,,,15.0,1.0,KU,,"['D07CA01', '0', nan, 'KU']",94.0
"F, Department of Ortorhinolaryngology",H02AB01,34731,Diprofos Depot,7,"inj.væske,suspension",25 x 2 ml,1250.69,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.69,1.0,,,,,,,,,,,,,2.0,25.0,IMIR,MGM,"['H02AB01', '7', 'MGM', 'IMIR']",25.0
"F, Department of Ortorhinolaryngology",M03BB03,86826,Klorzoxazon DAK,250,tabletter,100 stk.,329.33,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.61,1.0,,,,,,,,,,,,,,,,,,,,,164.72,1.0,,,,,0.0,100.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",N01BB02,12641,Xylocain,10,"inj.væske, opløsning",5 x 10 ml,107.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,EDIRIVPE,MGM,"['N01BB02', '10', 'MGM', 'EDIRIVPE']",5.0
"F, Department of Ortorhinolaryngology",N01BB02,437249,Xylocaine,10,"kutanspray, opløsn.",50 ml,753.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.2,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1.0,KU,MGD,"['N01BB02', '10', 'MGD', 'KU']",8.0
"F, Department of Ortorhinolaryngology",N01BB02,453053,Xylocain,2,gel,30 g,2990.88,82.0,,,,,,,,,,,,,,,,,,,225.78,6.0,,,,,,,376.3,10.0,,,,,,,,,,,216.36,6.0,721.2,20.0,,,,,,,,,216.36,6.0,,,,,,,,,,,,,,,,,,,,,435.84,12.0,,,,,,,,,,,,,,,,,363.2,10.0,,,,,,,435.84,12.0,,,,,30.0,1.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",82.0
"F, Department of Ortorhinolaryngology",N01BB02,721651,Lidokain steril,40,opløsning,10 x 10 ml,125.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,LO,MGM,"['N01BB02', '40', 'MGM', 'LO']",10.0
"F, Department of Ortorhinolaryngology",N01BB20,51794,Tapin,0,medicinsk plaster,20 stk.,586.62,2.0,,,,,,,,,,,,,,,,,,,586.62,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,TD,,"['N01BB20', '0', nan, 'TD']",40.0
"F, Department of Ortorhinolaryngology",N01BB20,375628,Tapin,0,creme,5 x 5 g + 12 plastre,211.9,2.0,,,,,,,,,,,,,,,,,,,211.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,KU,,"['N01BB20', '0', nan, 'KU']",10.0
"F, Department of Ortorhinolaryngology",N01BB20,388256,Emla,5,creme,5 x 5 g + 12 plastre,342.28,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.28,4.0,,,,,,,,,,,,,5.0,5.0,KU,PC,"['N01BB20', '5', 'PC', 'KU']",20.0
"F, Department of Ortorhinolaryngology",N01BB20,558386,Emla,0,medicinsk plaster,20 stk.,808.56,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.04,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,TD,,"['N01BB20', '0', nan, 'TD']",60.0
"F, Department of Ortorhinolaryngology",N01BB52,720202,Lidokain-adrenalin til lokal-,20,kutanopløsning,30 ml,7112.0,56.0,,,,,,,,,,,,,,,,,,,254.0,2.0,,,,,,,635.0,5.0,,,,,,,,,,,2032.0,16.0,3810.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,3.0,,,,,,,,,,,,,30.0,1.0,KU,MGM,"['N01BB52', '20', 'MGM', 'KU']",56.0
"F, Department of Ortorhinolaryngology",N01BB52,742478,Lidokain-adrenalin SAD,20,injektionsvæske,5 ml amp x10,1969.24,13.0,,,,,,,,,,,,,,,,,,,,,302.96,2.0,,,,,,,,,302.96,2.0,,,,,,,,,908.88,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.44,3.0,,,,,,,,,,,,,5.0,10.0,IMSC,MGM,"['N01BB52', '20', 'MGM', 'IMSC']",130.0
"F, Department of Ortorhinolaryngology",N02BA51,121302,Treo,0,brusetabletter,60 stk. (3 x 20),30.59,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.59,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,OR,,"['N02BA51', '0', nan, 'OR']",60.0
"F, Department of Ortorhinolaryngology",N02BA51,556200,Triplo,0,brusetabletter,60 stk. (3 x 20),35.66,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.83,1.0,,,,,,,17.83,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.0,OR,,"['N02BA51', '0', nan, 'OR']",120.0
"F, Department of Ortorhinolaryngology",N02BE01,64318,Paracetamol Orifarm,500,filmovertrukne tabl.,300 stk.,22.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,300.0,OR,MG,"['N02BE01', '500', 'MG', 'OR']",300.0
"F, Department of Ortorhinolaryngology",N02BE01,83644,Panodil,500,filmovertrukne tabl.,300 stk.,23.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,1.0,,,,,,,,,,,,,0.0,300.0,OR,MG,"['N02BE01', '500', 'MG', 'OR']",300.0
"F, Department of Ortorhinolaryngology",N05CH01,84649,Melatonin AGB,3,tabletter,100 stk.,1000.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['N05CH01', '3', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",N05CH01,911544,Melatonin sukkerfri,3,oral opløsning,100 ml,1210.24,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.12,2.0,,,,,,,,,,,,,,,,,,,,,100.0,1.0,OR,MGM,"['N05CH01', '3', 'MGM', 'OR']",4.0
"F, Department of Ortorhinolaryngology",R03AC02,124347,Ventoline,"0,2",inhalationspulver,60 doser i diskos,853.96,24.0,,,,,,,,,,,,,,,,,,,142.36,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.6,20.0,,,,,,,,,,,,,,,,,,,0.0,60.0,IH,MG,"['R03AC02', '0,2', 'MG', 'IH']",1440.0
"F, Department of Ortorhinolaryngology",S02CA06,90570,Ciloxadex,0,"øredråber, susp.",5 ml,387.6,10.0,,,,,,,,,,,,,,,,,,,119.16,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.44,6.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,AU,,"['S02CA06', '0', nan, 'AU']",10.0
"F, Department of Ortorhinolaryngology",S02AA15,122238,Ciloxan,3,"øredråber, opløsning",5 ml,1100.22,8.0,,,,,,,,,,,,,,,,,,,234.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.22,6.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,AU,MGM,"['S02AA15', '3', 'MGM', 'AU']",8.0
"F, Department of Ortorhinolaryngology",S03CA01,400044,Sofradex,0,"øjen- og øredrb.,opl",8 ml,158.62,2.0,,,,,,,,,,,,,,,,,,,,,,,158.62,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,AUOK,,"['S03CA01', '0', nan, 'AUOK']",2.0
"F, Department of Ortorhinolaryngology",S03CA04,180729,Hydrocortison m.Terram.+Polym.,0,"øjen- og øredrb,susp",5 ml,1107.5,29.0,,,,,,,,,,,,,,,,,,,106.0,4.0,,,,,,,,,,,,,,,,,,,88.0,4.0,,,,,261.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,10.0,,,217.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,AUOK,,"['S03CA04', '0', nan, 'AUOK']",29.0
"F, Department of Ortorhinolaryngology",V07,141856,Natriumklorid Fres.Kabi 9mg/ml,9 mg/ml,solv. t parent. anv.,20 amp. x 10 ml,61.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,0.0,0.0,0.0,80.0
"F, Department of Ortorhinolaryngology",V07,405168,Natriumklorid Fres.Kabi 9mg/ml,9 mg/ml,solv. t parent. anv.,20 x 20 ml,69.08,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.08,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0,0.0,0.0,80.0
"F, Department of Ortorhinolaryngology",V07,720886,"Hospitalssprit,sterilfiltreret",70 % v/v,sprit,6 x 1.000 ml,319.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,0.0,0.0,12.0
"F, Department of Ortorhinolaryngology",V07,223779,Xylocaine Sprayrør Nozzle,_,_,50 Stk.,621.0,2.0,,,,,,,,,,,,,,,,,,,,,,,621.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,0.0,0.0,0.0,100.0
"F, Department of Ortorhinolaryngology",A02BC02,156920,Pantoprazol Stada,40,enterotabletter,100 stk. (blister),20.82,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,1.0,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC02', '40', 'MG', 'OR']",100.0
"F, Department of Ortorhinolaryngology",B05BB01,476936,Calciumgluconat B. Braun,10,"inj.væske, opløsning",20 x 10 ml,132.88,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.88,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,IMIV,PC,"['B05BB01', '10', 'PC', 'IMIV']",20.0
"F, Department of Ortorhinolaryngology",C01CA24,183660,Jext,300,"inj.væske, opl., pen",1 stk.,519.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.72,1.0,,,259.72,1.0,,,,,,,,,,,,,0.0,1.0,IM,RG,"['C01CA24', '300', 'RG', 'IM']",2.0
"F, Department of Ortorhinolaryngology",C01CA24,744425,Adrenalin SAD,1,injektionsvæske,1 ml amp x10,760.0,5.0,152.0,1.0,,,304.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,1.0,,,,,152.0,1.0,,,,,,,,,,,,,,,,,1.0,10.0,IMIVSC,MGM,"['C01CA24', '1', 'MGM', 'IMIVSC']",50.0
"F, Department of Ortorhinolaryngology",D06AX01,431023,Fucidin,2,salve,15 g,79.06,2.0,,,,,,,,,,,,,,,,,79.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,KU,PC,"['D06AX01', '2', 'PC', 'KU']",2.0
"F, Department of Ortorhinolaryngology",D07AC01,385211,Diproderm,"0,05",creme,30 g,34.24,1.0,,,,,,,,,34.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,KU,PC,"['D07AC01', '0,05', 'PC', 'KU']",1.0
"F, Department of Ortorhinolaryngology",D07CA01,54262,Hydrocortison med Terramycin,0,salve,15 g,19583.5,335.0,1320.0,20.0,,,,,1320.0,20.0,,,659.2,10.0,,,1318.4,20.0,,,,,987.9,15.0,1317.2,20.0,,,,,662.2,10.0,,,547.0,10.0,,,,,,,,,,,,,1365.75,25.0,,,,,1638.0,30.0,,,,,,,1092.0,20.0,,,1638.0,30.0,,,,,,,817.95,15.0,,,,,1090.0,20.0,,,,,,,1089.6,20.0,,,,,2178.4,40.0,,,,,,,,,541.9,10.0,15.0,1.0,KU,,"['D07CA01', '0', nan, 'KU']",335.0
"F, Department of Ortorhinolaryngology",D11AH05,132633,Dupixent,300,"inj.vsk,opl.,sprøjte",2 stk.,21231.12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7077.04,1.0,,,,,,,14154.08,2.0,,,,,,,,,,,0.0,2.0,SC,MG,"['D11AH05', '300', 'MG', 'SC']",6.0
"F, Department of Ortorhinolaryngology",H02AB01,34731,Diprofos Depot,7,"inj.væske,suspension",25 x 2 ml,2484.69,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,1.0,,,,,,,,,,,,,,,1250.69,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,IMIR,MGM,"['H02AB01', '7', 'MGM', 'IMIR']",50.0
"F, Department of Ortorhinolaryngology",H02AB01,399765,Diprofos Depot,7,"inj.væske,suspension",25 x 2 ml,934.35,1.0,,,,,,,,,,,,,,,,,,,,,,,934.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,25.0,IMIR,MGM,"['H02AB01', '7', 'MGM', 'IMIR']",25.0
"F, Department of Ortorhinolaryngology",H02AB04,533979,Solu-Medrol lactosefri,40,pulv.og sol.t.inj.op,1 to-delt htgl.+solv. u/kons.,113.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IMIV,MG,"['H02AB04', '40', 'MG', 'IMIV']",0.0
"F, Department of Ortorhinolaryngology",H02AB06,164175,Prednisolon EQL Pharma,25,tabletter,100 stk.,101.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['H02AB06', '25', 'MG', 'OR']",100.0
"F, Department of Ortorhinolaryngology",J01CE02,87653,Pancillin,1,filmovertrukne tabl.,100 stk. (blister),45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MIU,"['J01CE02', '1', 'MIU', 'OR']",100.0
"F, Department of Ortorhinolaryngology",J01CE02,377207,Pancillin,1,filmovertrukne tabl.,36 stk. (blister),246.78,6.0,,,,,,,,,246.78,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,OR,MIU,"['J01CE02', '1', 'MIU', 'OR']",216.0
"F, Department of Ortorhinolaryngology",J01CF01,43175,Dicloxacillin Alternova,500,"kapsler, hårde",100 stk.,126.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01CF01', '500', 'MG', 'OR']",100.0
"F, Department of Ortorhinolaryngology",J01GB03,89540,Hexamycin,40,"inj.væske, opløsning",10 amp. a 2 ml,702.09,3.0,,,,,,,234.03,1.0,,,,,,,,,,,,,,,234.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,IV,MGM,"['J01GB03', '40', 'MGM', 'IV']",30.0
"F, Department of Ortorhinolaryngology",J07AL01,373611,Pneumovax,0,"inj.vsk,opl.,sprøjte",1 stk. (2 separate kanyler),380.0,2.0,,,,,,,380.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,IMSC,,"['J07AL01', '0', nan, 'IMSC']",2.0
"F, Department of Ortorhinolaryngology",M01AE01,27363,Ibumetin,400,filmovertrukne tabl.,250 stk.,91.35,2.0,,,,,,,,,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,250.0,OR,MG,"['M01AE01', '400', 'MG', 'OR']",500.0
"F, Department of Ortorhinolaryngology",M01AE01,857474,Ib-u-ron (ls),150,suppositorier,10 stk.,164.92,4.0,,,,,,,,,,,,,,,,,,,,,82.46,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.46,2.0,,,,,,,,,,,,,,,,,0.0,10.0,PR,MG,"['M01AE01', '150', 'MG', 'PR']",40.0
"F, Department of Ortorhinolaryngology",N01BB02,437249,Xylocaine,10,"kutanspray, opløsn.",50 ml,3013.44,32.0,,,,,,,,,565.14,6.0,376.76,4.0,,,,,,,,,,,,,,,,,,,,,565.14,6.0,,,,,,,,,564.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.3,2.0,,,,,,,,,,,376.6,4.0,,,376.6,4.0,,,,,,,,,,,,,50.0,1.0,KU,MGD,"['N01BB02', '10', 'MGD', 'KU']",32.0
"F, Department of Ortorhinolaryngology",N01BB02,453053,Xylocain,2,gel,30 g,17046.2,465.0,752.6,20.0,,,,,752.6,20.0,752.6,20.0,752.6,20.0,,,,,752.6,20.0,,,752.6,20.0,,,,,752.6,20.0,360.6,10.0,,,721.2,20.0,,,,,,,,,721.2,20.0,,,1081.8,30.0,,,721.2,20.0,,,,,,,726.4,20.0,,,,,726.4,20.0,,,726.4,20.0,,,908.0,25.0,726.4,20.0,,,363.2,10.0,,,726.4,20.0,,,544.8,15.0,,,908.0,25.0,1452.8,40.0,,,363.2,10.0,,,,,,,30.0,1.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",465.0
"F, Department of Ortorhinolaryngology",N01BB02,591418,Xylocain,20,"inj.væske, opløsning",5 x 20 ml,95.68,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.68,2.0,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDIVPE,MGM,"['N01BB02', '20', 'MGM', 'EDIVPE']",10.0
"F, Department of Ortorhinolaryngology",N01BB02,720191,Lidocain viskøs m lakridssmag,20,oral gel,100 ml,10492.9,230.0,,,,,,,902.6,20.0,902.6,20.0,451.3,10.0,,,451.3,10.0,1353.9,30.0,,,,,,,,,,,,,,,,,,,,,,,,,902.6,20.0,,,,,,,,,1353.9,30.0,,,,,,,,,,,1805.2,40.0,,,,,,,,,,,,,,,,,947.8,20.0,,,473.9,10.0,,,,,,,,,,,,,,,947.8,20.0,100.0,1.0,OR,MGM,"['N01BB02', '20', 'MGM', 'OR']",230.0
"F, Department of Ortorhinolaryngology",N01BB02,721651,Lidokain steril,40,opløsning,10 x 10 ml,250.16,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.16,2.0,,,,,,,,,,,,,,,,,,,10.0,10.0,LO,MGM,"['N01BB02', '40', 'MGM', 'LO']",20.0
"F, Department of Ortorhinolaryngology",N01BB20,388256,Emla,5,creme,5 x 5 g + 12 plastre,427.85,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,1.0,,,,,,,,,,,,,,,171.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.14,2.0,,,,,,,5.0,5.0,KU,PC,"['N01BB20', '5', 'PC', 'KU']",25.0
"F, Department of Ortorhinolaryngology",N01BB20,558386,Emla,0,medicinsk plaster,20 stk.,1078.08,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.04,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.04,2.0,,,,,,,0.0,20.0,TD,,"['N01BB20', '0', nan, 'TD']",80.0
