Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"F, Department of Ortorhinolaryngology",N01BB02,437249,Xylocaine,10,"kutanspray, opløsn.",50 ml,5743.79,61.0,,,94.19,1.0,94.19,1.0,,,188.38,2.0,188.38,2.0,,,188.38,2.0,,,188.38,2.0,,,188.38,2.0,,,,,188.38,2.0,,,188.38,2.0,94.15,1.0,,,,,94.15,1.0,94.15,1.0,,,188.3,2.0,188.3,2.0,94.15,1.0,188.3,2.0,,,,,,,188.3,2.0,,,188.3,2.0,94.15,1.0,282.45,3.0,,,188.3,2.0,188.3,2.0,,,188.3,2.0,,,,,,,564.9,6.0,,,,,470.75,5.0,282.45,3.0,188.3,2.0,188.3,2.0,282.45,3.0,,,50.0,1.0,KU,MGD,"['N01BB02', '10', 'MGD', 'KU']",61.0
"F, Department of Ortorhinolaryngology",N01BB02,443122,Xylocain,10,"inj.væske, opløsning",5 x 20 ml,1640.88,34.0,,,108.44,2.0,,,,,108.44,2.0,,,54.22,1.0,,,108.44,2.0,,,,,54.22,1.0,54.22,1.0,,,,,54.22,1.0,,,45.72,1.0,45.72,1.0,,,,,,,91.44,2.0,,,45.72,1.0,91.44,2.0,,,,,,,91.44,2.0,,,,,,,91.44,2.0,45.72,1.0,,,91.44,2.0,45.72,1.0,,,,,91.44,2.0,,,,,,,91.44,2.0,,,,,,,137.16,3.0,,,92.84,2.0,,,20.0,5.0,EDIRIVPE,MGM,"['N01BB02', '10', 'MGM', 'EDIRIVPE']",170.0
"F, Department of Ortorhinolaryngology",N01BB02,453053,Xylocain,2,gel,30 g,254.24,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.32,1.0,,,108.96,3.0,,,,,,,108.96,3.0,,,30.0,1.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",7.0
"F, Department of Ortorhinolaryngology",N01BB02,518595,Xylocain ukonserveret,2,gel,10 x 10 g,16402.6,90.0,,,366.08,2.0,183.04,1.0,366.08,2.0,366.08,2.0,183.04,1.0,,,732.16,4.0,,,,,366.08,2.0,,,183.04,1.0,366.08,2.0,,,366.08,2.0,,,1092.24,6.0,364.08,2.0,364.08,2.0,1092.24,6.0,,,728.16,4.0,364.08,2.0,364.08,2.0,182.04,1.0,364.08,2.0,182.04,1.0,,,,,,,,,364.08,2.0,,,364.08,2.0,,,546.12,3.0,,,728.16,4.0,364.08,2.0,364.08,2.0,1456.32,8.0,,,,,182.04,1.0,1092.24,6.0,,,910.2,5.0,728.16,4.0,,,364.08,2.0,364.08,2.0,10.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",900.0
"F, Department of Ortorhinolaryngology",N01BB02,871110,OptiLube Active CHG Free,2,gel,10 x 11 ml,976.5,9.0,,,,,,,325.5,3.0,,,,,,,,,,,325.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.5,3.0,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",90.0
"F, Department of Ortorhinolaryngology",N01BB52,742478,Lidokain-adrenalin SAD,20,injektionsvæske,5 ml amp x10,3181.08,21.0,,,,,,,,,,,,,151.48,1.0,,,,,,,,,1514.8,10.0,302.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,605.92,4.0,,,,,,,,,,,302.96,2.0,,,,,,,,,5.0,10.0,IMSC,MGM,"['N01BB52', '20', 'MGM', 'IMSC']",210.0
"F, Department of Ortorhinolaryngology",N01BB52,745463,Lidokain-noradrenalin SAD,10,injektionsvæske,10 ml amp x10,67974.04,244.0,827.67,3.0,1942.27,7.0,835.95,3.0,1671.9,6.0,835.95,3.0,835.95,3.0,1950.55,7.0,835.95,3.0,1393.25,5.0,1950.55,7.0,835.95,3.0,3901.1,14.0,,,,,835.95,3.0,1950.55,7.0,3622.45,13.0,,,835.95,3.0,1671.9,6.0,1114.6,4.0,1393.25,5.0,1950.55,7.0,1950.55,7.0,1393.25,5.0,1671.9,6.0,557.3,2.0,1393.25,5.0,557.3,2.0,557.3,2.0,835.95,3.0,2786.5,10.0,,,557.3,2.0,2786.5,10.0,835.95,3.0,2507.85,9.0,557.3,2.0,1114.6,4.0,1950.55,7.0,835.95,3.0,1114.6,4.0,835.95,3.0,1671.9,6.0,1950.55,7.0,1950.55,7.0,1114.6,4.0,1671.9,6.0,1114.6,4.0,835.95,3.0,1671.9,6.0,,,10.0,10.0,IMSC,MGM,"['N01BB52', '10', 'MGM', 'IMSC']",2440.0
"F, Department of Ortorhinolaryngology",N02BE01,87612,Paracetamol B. Braun,10,"inf.væske, opløsning",10 x 100 ml,8215.81,232.0,213.36,6.0,139.86,4.0,240.59,7.0,248.92,7.0,355.6,10.0,284.48,8.0,177.8,5.0,177.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.44,8.0,212.58,6.0,70.86,2.0,354.3,10.0,,,141.72,4.0,354.3,10.0,177.15,5.0,141.72,4.0,212.58,6.0,425.16,12.0,,,354.3,10.0,460.59,13.0,354.3,10.0,354.3,10.0,354.3,10.0,354.3,10.0,,,354.3,10.0,354.3,10.0,354.3,10.0,354.3,10.0,354.3,10.0,,,100.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",2320.0
"F, Department of Ortorhinolaryngology",N02BE01,453117,Paracetamol Fresenius Kabi,10,"inf.væske, opløsning",10 x 50 ml,3755.68,56.0,,,,,67.28,1.0,,,134.56,2.0,67.28,1.0,67.28,1.0,67.28,1.0,134.08,2.0,67.04,1.0,134.08,2.0,201.12,3.0,,,,,,,,,,,67.04,1.0,201.12,3.0,,,,,67.04,1.0,201.12,3.0,67.04,1.0,67.04,1.0,67.04,1.0,,,67.04,1.0,,,134.08,2.0,,,,,,,134.08,2.0,,,134.08,2.0,134.08,2.0,,,134.08,2.0,,,268.16,4.0,,,,,134.08,2.0,67.04,1.0,804.48,12.0,67.04,1.0,,,,,,,,,,,50.0,10.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",560.0
"F, Department of Ortorhinolaryngology",N02BE01,871970,Paracetamol (ls),10,"inf.væske, opløsning",20 x 100 ml,6116.32,86.0,,,,,,,,,,,,,,,71.12,1.0,284.48,4.0,213.36,3.0,355.6,5.0,711.2,10.0,213.36,3.0,,,355.6,5.0,426.72,6.0,142.24,2.0,355.6,5.0,497.84,7.0,355.6,5.0,142.24,2.0,426.72,6.0,426.72,6.0,284.48,4.0,213.36,3.0,355.6,5.0,284.48,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,20.0,IV,MGM,"['N02BE01', '10', 'MGM', 'IV']",1720.0
"F, Department of Ortorhinolaryngology",N03AX23,434999,Briviact,10,oral opløsning,300 ml,1303.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,1.0,OR,MGM,"['N03AX23', '10', 'MGM', 'OR']",1.0
"F, Department of Ortorhinolaryngology",N05AD08,27271,Dehydrobenzperidol,"2,5","inj.væske, opløsning",10 x 1 ml,6400.0,20.0,,,320.0,1.0,,,,,640.0,2.0,640.0,2.0,,,320.0,1.0,640.0,2.0,2240.0,7.0,,,960.0,3.0,,,,,,,960.0,3.0,,,,,,,640.0,2.0,,,640.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,-1600.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",200.0
"F, Department of Ortorhinolaryngology",N05AD08,872263,Droperidol (ls),"2,5","inj.væske, opløsning",10 x 1 ml,6900.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,5.0,,,300.0,1.0,,,600.0,2.0,600.0,2.0,600.0,2.0,,,,,600.0,2.0,,,,,600.0,2.0,,,,,,,,,600.0,2.0,,,600.0,2.0,,,,,,,900.0,3.0,,,1.0,10.0,IV,MGM,"['N05AD08', '2,5', 'MGM', 'IV']",230.0
"F, Department of Ortorhinolaryngology",N05CD08,2124,Midazolam Hameln,5,"inj.-/inf.vsk.,opl.",5 x 3 ml,22.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34,1.0,,,3.0,5.0,IMIVPR,MGM,"['N05CD08', '5', 'MGM', 'IMIVPR']",5.0
"F, Department of Ortorhinolaryngology",N05CD08,2245,Midazolam Hameln,1,"inj.-/inf.vsk.,opl.",10 x 5 ml,439.25,29.0,,,,,,,,,,,15.21,1.0,,,,,,,30.42,2.0,15.21,1.0,,,,,,,30.42,2.0,,,30.26,2.0,,,15.13,1.0,,,,,30.26,2.0,,,15.13,1.0,,,,,15.13,1.0,30.26,2.0,15.13,1.0,,,,,,,,,,,30.26,2.0,,,,,,,,,60.52,4.0,,,,,,,,,,,30.26,2.0,,,,,30.26,2.0,,,15.13,1.0,30.26,2.0,5.0,10.0,IMIVPR,MGM,"['N05CD08', '1', 'MGM', 'IMIVPR']",290.0
"F, Department of Ortorhinolaryngology",R01AA07,545358,Zymelin,1,"næsedråber, opløsn.",10 ml,6131.38,226.0,108.52,4.0,,,135.65,5.0,244.17,9.0,,,,,135.65,5.0,,,406.95,15.0,271.3,10.0,,,651.12,24.0,,,,,,,271.3,10.0,,,162.78,6.0,271.3,10.0,217.04,8.0,,,325.56,12.0,,,271.3,10.0,,,,,325.56,12.0,,,162.78,6.0,,,,,,,,,,,271.3,10.0,,,271.3,10.0,,,,,271.3,10.0,,,,,271.3,10.0,,,162.78,6.0,271.3,10.0,,,108.52,4.0,,,271.3,10.0,271.3,10.0,,,10.0,1.0,IN,MGM,"['R01AA07', '1', 'MGM', 'IN']",226.0
"F, Department of Ortorhinolaryngology",R03AC02,536896,Ventoline,1,"inhvsk t. nebul, opl","60 x 2,5 ml",26.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.49,1.0,,,,,,,,,,,,,,,,,,,,,2.5,60.0,IH,MGM,"['R03AC02', '1', 'MGM', 'IH']",60.0
"F, Department of Ortorhinolaryngology",R06AE07,170273,Alnok,10,filmovertrukne tabl.,100 stk. (blister),36.64,2.0,,,,,,,,,,,,,,,,,,,,,,,19.29,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.35,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['R06AE07', '10', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",R06AA04,806167,Tavegyl (ls),1,"inj.væske, opløsning",5 x 2 ml,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,IMIV,MGM,"['R06AA04', '1', 'MGM', 'IMIV']",5.0
"F, Department of Ortorhinolaryngology",S01FA04,120022,Cyclogyl,1,"øjendrb., opløsning",10 ml,962.0,13.0,,,,,74.0,1.0,,,,,,,148.0,2.0,,,,,,,,,74.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,2.0,,,,,,,,,,,74.0,1.0,,,,,148.0,2.0,,,,,,,,,,,,,,,296.0,4.0,,,,,,,,,,,,,,,,,,,10.0,1.0,OK,PC,"['S01FA04', '1', 'PC', 'OK']",13.0
"F, Department of Ortorhinolaryngology",S01FA06,43182,Mydriacyl,"0,5","øjendrb., opløsning",Pipettefl. a 15 ml,523.05,11.0,,,,,,,47.55,1.0,,,,,47.55,1.0,,,,,,,,,47.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.55,1.0,47.55,1.0,,,,,,,,,,,,,,,47.55,1.0,47.55,1.0,,,,,,,,,,,,,190.2,4.0,,,,,,,,,,,,,,,,,,,15.0,1.0,OK,PC,"['S01FA06', '0,5', 'PC', 'OK']",11.0
"F, Department of Ortorhinolaryngology",S01FA06,852328,Tropicamide Minims (ls),"0,5","øjendrb.,opl.,endos.",20 x 1 stk.,114.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,OK,PC,"['S01FA06', '0,5', 'PC', 'OK']",20.0
"F, Department of Ortorhinolaryngology",S01AA01,190036,Kloramfenikol Santen,10,øjensalve,"3,5 g",2880.0,64.0,270.0,6.0,,,,,450.0,10.0,,,,,,,90.0,2.0,,,,,360.0,8.0,,,270.0,6.0,,,,,,,,,180.0,4.0,,,,,,,,,270.0,6.0,,,90.0,2.0,,,,,360.0,8.0,,,,,,,,,,,,,360.0,8.0,,,,,,,,,,,,,,,,,,,180.0,4.0,,,,,,,,,,,,,,,3.5,3.5,OK,MGG,"['S01AA01', '10', 'MGG', 'OK']",224.0
"F, Department of Ortorhinolaryngology",S01AA01,544275,Kloramfenikol Santen,10,øjensalve,"4,3 g",1010.24,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.36,8.0,,,183.68,4.0,459.2,10.0,,,4.3,4.3,OK,MGG,"['S01AA01', '10', 'MGG', 'OK']",94.6
"F, Department of Ortorhinolaryngology",S01AA01,549654,Kloramfenikol Santen,5,"øjendrb.,opl.,endos.","30 x 0,25 ml",605.46,10.0,,,60.53,1.0,,,,,,,,,,,,,,,60.53,1.0,60.53,1.0,,,,,,,,,,,60.53,1.0,,,,,,,,,,,,,,,60.53,1.0,,,,,,,,,60.53,1.0,,,,,,,,,121.06,2.0,,,,,,,,,,,,,60.53,1.0,,,,,,,,,60.69,1.0,,,,,,,,,,,0.25,30.0,OK,MGM,"['S01AA01', '5', 'MGM', 'OK']",300.0
"F, Department of Ortorhinolaryngology",A01AB03,750556,Klorhexidin MEDIC,"0,12",mundskyllevæske,250 ml,6303.3,350.0,,,,,,,,,,,,,,,,,,,360.2,20.0,360.2,20.0,,,,,,,180.1,10.0,360.2,20.0,,,360.2,20.0,360.2,20.0,,,360.2,20.0,,,360.0,20.0,,,,,,,540.3,30.0,360.2,20.0,,,360.2,20.0,,,,,,,,,360.2,20.0,,,,,,,,,360.2,20.0,,,540.3,30.0,360.2,20.0,360.2,20.0,,,360.2,20.0,,,,,,,,,,,,,250.0,1.0,OM,PC,"['A01AB03', '0,12', 'PC', 'OM']",350.0
"F, Department of Ortorhinolaryngology",A01AB09,50963,Brentan,20,mundhulegel,40 g,254.54,8.0,,,,,,,,,,,,,,,20.83,1.0,20.83,1.0,,,,,,,,,,,,,,,,,,,,,70.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.96,2.0,,,,,,,,,,,,,,,,,,,70.96,2.0,,,,,,,,,,,,,40.0,1.0,OM,MGG,"['A01AB09', '20', 'MGG', 'OM']",8.0
"F, Department of Ortorhinolaryngology",A02BC02,156920,Pantoprazol Stada,40,enterotabletter,100 stk. (blister),127.94,7.0,,,,,,,,,,,,,18.5,1.0,,,,,,,17.2,1.0,17.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.64,2.0,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A02BC02', '40', 'MG', 'OR']",700.0
"F, Department of Ortorhinolaryngology",A02BC05,92234,Esomeprazol Krka,40,"enterokapsler, hårde",28 stk. (blister),42.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,2.0,,,0.0,28.0,OR,MG,"['A02BC05', '40', 'MG', 'OR']",56.0
"F, Department of Ortorhinolaryngology",A02BC05,119587,Nexium,10,enterogran. oral sus,28 stk. (blister),336.41,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.64,1.0,,,,,,,,,,,,,167.77,1.0,,,0.0,28.0,OR,MG,"['A02BC05', '10', 'MG', 'OR']",56.0
"F, Department of Ortorhinolaryngology",A02BC05,378969,Esomeprazol Sandoz,40,enterotabletter,28 stk. (blister),250.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.35,1.0,71.35,1.0,,,,,,,,,,,,,,,,,108.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['A02BC05', '40', 'MG', 'OR']",112.0
"F, Department of Ortorhinolaryngology",A02BC05,561529,Nexium,10,enterogran. oral sus,28 stk.,774.33,4.0,,,,,,,193.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.24,2.0,,,,,,,,,193.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['A02BC05', '10', 'MG', 'OR']",112.0
"F, Department of Ortorhinolaryngology",A03FA01,28761,Primperan,5,"inj.væske, opløsning",12 x 2 ml,352.52,10.0,,,,,,,,,,,,,,,27.02,1.0,,,,,27.02,1.0,,,,,,,,,,,37.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.86,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31,1.0,,,,,,,2.0,12.0,IMIV,MGM,"['A03FA01', '5', 'MGM', 'IMIV']",120.0
"F, Department of Ortorhinolaryngology",A03FA01,418108,Metoclopramide Orion,10,filmovertrukne tabl.,100 stk. (blister),146.35,2.0,,,,,,,,,74.5,1.0,,,,,,,,,,,71.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['A03FA01', '10', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",A03FA01,433648,Metoclopramide Accord,10,tabletter,50 stk. (blister),132.12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.03,1.0,,,,,,,,,33.03,1.0,,,,,,,33.03,1.0,0.0,50.0,OR,MG,"['A03FA01', '10', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",A04AA01,31216,Zofran,4,frysetørret tablet,10 stk. (blister),195.94,2.0,,,,,195.94,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,OR,MG,"['A04AA01', '4', 'MG', 'OR']",20.0
"F, Department of Ortorhinolaryngology",A04AA01,39395,Ondansetron Bluefish,8,filmovertrukne tabl.,50 stk. (blister),179.11,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.71,1.0,59.71,1.0,,,,,,,,,,,59.69,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['A04AA01', '8', 'MG', 'OR']",150.0
"F, Department of Ortorhinolaryngology",A04AA01,60523,Ondansetron Fresenius Kabi,2,"inj.væske, opløsning",5 x 2 ml,948.91,119.0,,,24.0,3.0,24.0,3.0,,,40.0,5.0,,,40.0,5.0,31.88,4.0,,,47.82,6.0,79.7,10.0,,,,,,,,,47.82,6.0,31.88,4.0,,,39.85,5.0,,,,,,,23.91,3.0,,,39.85,5.0,,,39.85,5.0,39.85,5.0,,,,,,,,,,,,,71.73,9.0,,,,,,,39.85,5.0,,,31.88,4.0,39.85,5.0,,,31.88,4.0,,,47.82,6.0,,,23.91,3.0,23.91,3.0,47.82,6.0,39.85,5.0,,,2.0,5.0,IV,MGM,"['A04AA01', '2', 'MGM', 'IV']",595.0
"F, Department of Ortorhinolaryngology",A04AA01,98469,Ondansetron Bluefish,4,filmovertrukne tabl.,10 stk. (blister),7.09,1.0,,,,,,,,,,,,,,,,,,,,,7.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,OR,MG,"['A04AA01', '4', 'MG', 'OR']",10.0
"F, Department of Ortorhinolaryngology",A04AA01,147243,Ondansetron Aurobindo,4,filmovertrukne tabl.,50 stk. (blister),32.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['A04AA01', '4', 'MG', 'OR']",50.0
"F, Department of Ortorhinolaryngology",A04AA01,374672,Ondansetron Bluefish,4,filmovertrukne tabl.,50 stk. (blister),160.04,5.0,32.38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.04,1.0,64.08,2.0,,,0.0,50.0,OR,MG,"['A04AA01', '4', 'MG', 'OR']",250.0
"F, Department of Ortorhinolaryngology",A06AB02,21428,Dulcolax,10,suppositorier,6 stk.,94.2,3.0,,,,,,,,,,,,,,,,,,,,,,,31.4,1.0,,,62.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,PR,MG,"['A06AB02', '10', 'MG', 'PR']",18.0
"F, Department of Ortorhinolaryngology",A06AB02,55062,Toilax,5,enterotabletter,200 stk.,53.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.58,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200.0,OR,MG,"['A06AB02', '5', 'MG', 'OR']",200.0
"F, Department of Ortorhinolaryngology",A06AB08,427765,Laxoberal,"7,5","orale dråber, opløsn",30 ml,210.88,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.54,3.0,,,,,,,,,,,,,,,26.36,2.0,,,,,,,,,26.36,2.0,,,,,26.36,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18,1.0,26.36,2.0,,,,,,,,,26.36,2.0,26.36,2.0,,,30.0,1.0,OR,MGM,"['A06AB08', '7,5', 'MGM', 'OR']",16.0
"F, Department of Ortorhinolaryngology",A06AD11,36575,Lactulose Orifarm,667,oral opløsning,500 ml,764.82,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.26,3.0,,,,,,,,,,,,,,,72.84,2.0,,,36.42,1.0,,,36.42,1.0,,,,,,,72.84,2.0,72.84,2.0,,,36.42,1.0,,,72.84,2.0,,,72.84,2.0,,,,,,,72.84,2.0,,,72.84,2.0,,,36.42,1.0,500.0,1.0,OR,MGM,"['A06AD11', '667', 'MGM', 'OR']",21.0
"F, Department of Ortorhinolaryngology",A06AD11,443158,Laktulose NMI,660,oral opløsning,500 ml,311.4,9.0,,,,,,,,,,,34.6,1.0,103.8,3.0,,,,,,,69.2,2.0,103.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,1.0,OR,MGM,"['A06AD11', '660', 'MGM', 'OR']",9.0
"F, Department of Ortorhinolaryngology",A06AD11,570135,Laktulose NMI,660,oral opløsning,1000 ml,66.12,1.0,,,,,,,,,66.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1.0,OR,MGM,"['A06AD11', '660', 'MGM', 'OR']",1.0
"F, Department of Ortorhinolaryngology",A06AH03,576509,Moventig,"12,5",filmovertrukne tabl.,30 stk. (unit-dose),569.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.67,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['A06AH03', '12,5', 'MG', 'OR']",30.0
